Status;Distance Macro;Distance Micro;Magnitude Macro;Magnitude Micro;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;424;0;457;
2;0;429;0;443;
2;0;431;0;450;
2;0;431;0;450;
2;0;431;0;450;
2;0;431;0;450;
2;0;431;0;450;
2;0;433;0;930;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;601;
2;0;433;0;807;
2;0;431;0;610;
2;0;431;0;499;
2;0;431;0;499;
2;0;431;0;499;
2;0;431;0;499;
2;0;429;0;472;
2;0;428;0;334;
2;0;428;0;334;
2;0;428;0;334;
2;0;428;0;334;
2;0;424;0;485;
2;0;424;0;485;
2;0;424;0;485;
2;0;424;0;485;
2;0;422;0;560;
2;0;418;0;805;
2;0;415;0;644;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;441;
2;0;414;0;625;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;417;0;480;
2;0;425;0;704;
2;0;427;0;573;
2;0;427;0;573;
2;0;427;0;573;
2;0;435;0;846;
2;0;442;0;789;
2;0;441;0;854;
2;0;439;0;460;
2;0;438;0;769;
2;0;436;0;822;
2;0;434;0;535;
2;0;435;0;574;
2;0;435;0;574;
2;0;434;0;374;
2;0;432;0;724;
2;0;429;0;714;
2;0;429;0;584;
2;0;431;0;512;
2;0;432;0;468;
2;0;432;0;583;
2;0;432;0;583;
2;0;430;0;853;
2;0;426;0;758;
2;0;426;0;742;
2;0;428;0;748;
2;0;429;0;701;
2;0;431;0;639;
2;0;431;0;762;
2;0;431;0;712;
2;0;433;0;1011;
2;0;436;0;1222;
2;0;436;0;497;
2;0;431;0;773;
2;0;430;0;536;
2;0;429;0;493;
2;0;429;0;493;
2;0;429;0;493;
2;0;430;0;476;
2;0;430;0;644;
2;0;430;0;644;
2;0;431;0;580;
2;0;429;0;1346;
2;0;430;0;776;
2;0;431;0;925;
2;0;430;0;1113;
2;0;428;0;563;
2;0;427;0;386;
2;0;427;0;538;
2;0;426;0;968;
2;0;427;0;1147;
2;0;429;0;1067;
2;0;431;0;611;
2;0;432;0;569;
2;0;432;0;751;
2;0;429;0;609;
2;0;424;0;376;
2;0;424;0;653;
2;0;421;0;982;
2;0;417;0;823;
2;0;415;0;697;
2;0;415;0;656;
2;0;413;0;513;
2;0;414;0;391;
2;0;416;0;686;
2;0;410;0;827;
2;0;403;0;701;
2;0;401;0;489;
2;0;401;0;489;
2;0;400;0;785;
2;0;398;0;1206;
2;0;403;0;925;
2;0;405;0;907;
2;0;411;0;1130;
2;0;417;0;1204;
2;0;420;0;1032;
2;0;424;0;1035;
2;0;426;0;664;
2;0;426;0;664;
2;0;428;0;409;
2;0;428;0;409;
2;0;428;0;409;
2;0;429;0;408;
2;0;431;0;772;
2;0;432;0;708;
2;0;433;0;417;
2;0;433;0;537;
2;0;434;0;374;
2;0;434;0;374;
2;0;435;0;390;
2;0;437;0;680;
2;0;437;0;1311;
2;0;434;0;1274;
2;0;435;0;1241;
2;0;435;0;1452;
2;0;434;0;1461;
2;0;433;0;861;
2;0;433;0;590;
2;0;433;0;526;
2;0;433;0;722;
2;0;434;0;486;
2;0;434;0;486;
2;0;434;0;486;
2;0;434;0;486;
2;0;432;0;713;
2;0;424;0;837;
2;0;422;0;1039;
2;0;422;0;744;
2;0;425;0;550;
2;0;425;0;550;
2;0;421;0;708;
2;0;417;0;513;
2;0;417;0;685;
2;0;426;0;880;
2;0;435;0;1012;
2;0;439;0;689;
2;0;438;0;661;
2;0;438;0;444;
2;0;437;0;620;
2;0;443;0;707;
2;0;443;0;770;
2;0;442;0;1087;
2;0;442;0;1234;
2;0;443;0;676;
2;0;444;0;522;
2;0;443;0;710;
2;0;442;0;481;
2;0;442;0;486;
2;0;437;0;816;
2;0;432;0;819;
2;0;428;0;470;
2;0;428;0;470;
2;0;426;0;683;
2;0;422;0;1066;
2;0;419;0;757;
2;0;418;0;410;
2;0;418;0;410;
2;0;418;0;723;
